stock_code,end_date,operating_revenue,net_profit,net_cashflow_oper_act
300031.SZ,20230630,1545293880.26,151398034.48,106745959.54
300031.SZ,20230930,2417888779.48,136085893.91,103125608.16
300031.SZ,20231231,3655403159.38,110999056.31,430750196.2
300031.SZ,20240331,839461597.57,111507129.07,160119367.13
300031.SZ,20240630,1715550300.37,219827412.89,152439189.36
300031.SZ,20240930,2447807855.88,276704822.23,285092045.84
300031.SZ,20241231,3302022944.78,253913785.67,308761303.77
300031.SZ,20250331,758725719.48,58064758.65,83072447.08
300031.SZ,20250630,1607108948.28,148685696.59,181887945.23
300031.SZ,20250930,2456947661.62,220750091.36,214790602.89
300043.SZ,20200331,397039388.13,13021855.79,98998713.81
300043.SZ,20200630,847186385.77,-44450890.6,264361382.98
300043.SZ,20200930,1343890780.93,26750730.94,405801351.56
300043.SZ,20201231,1742854011.17,26020601.85,651538788.84
300043.SZ,20210331,279781232.6,-78995741.0,-38159305.77
300043.SZ,20210630,529784060.14,-198443080.31,-38294980.31
300043.SZ,20210930,952041268.33,-250807095.23,-104887050.55
300043.SZ,20211231,1406891138.77,-664137856.65,100008315.94
300043.SZ,20220331,369310262.88,-9651417.3,46689049.05
300043.SZ,20220630,777296747.82,-13842365.73,140161892.27
300043.SZ,20220930,1299903318.24,-49698369.79,123035825.68
300043.SZ,20221231,1605936337.27,-311133971.86,200617564.46
300043.SZ,20230331,321494068.02,-41556664.52,39384950.93
300043.SZ,20230630,715130684.65,-77281188.63,115155545.84
300043.SZ,20230930,1465936119.12,57466196.01,175461616.28
300043.SZ,20231231,1732809122.13,27587148.63,212026013.49
300043.SZ,20240331,302205055.92,-96976556.58,9488571.61
300043.SZ,20240630,614913872.78,-179216579.68,44637854.52
300043.SZ,20240930,1033846098.31,-231513811.78,113475646.0
300043.SZ,20241231,1360400333.58,-458770520.22,160694167.93
300043.SZ,20250331,414409569.31,-47693456.48,104548914.76
300043.SZ,20250630,1135031541.25,155463360.45,374052800.69
300043.SZ,20250930,1726836067.21,268501323.43,408266801.22
300148.SZ,20200331,170393620.05,11078489.55,-34432037.56
300148.SZ,20200630,377815321.86,38383388.19,-10514779.45
300148.SZ,20200930,554592198.93,25557516.0,8698681.63
300148.SZ,20201231,847680612.1,-923590705.27,136564308.08
300148.SZ,20210331,108061464.31,20021022.15,-7817102.37
300148.SZ,20210630,265294369.79,42711289.86,-27809348.39
300148.SZ,20210930,351056316.14,33309186.51,-16882416.43
300148.SZ,20211231,505470902.13,-692864905.99,140497622.42
300148.SZ,20220331,73448026.76,-6365662.59,-85359543.14
300148.SZ,20220630,274722262.01,22332403.31,-4418277.96
300148.SZ,20220930,354629426.39,17500479.69,26601746.7
300148.SZ,20221231,605838110.06,-304507936.1,110967186.87
300148.SZ,20230331,52528330.75,-4563576.41,-48319805.77
300148.SZ,20230630,192067680.11,1597503.12,-3002799.63
300148.SZ,20230930,243307578.3,-17292679.94,-19268581.17
300148.SZ,20231231,447886635.37,-53960092.72,71991379.93
300148.SZ,20240331,48934354.37,-4487180.74,-78266823.95
300148.SZ,20240630,206669097.81,17741408.1,-107179456.71
300148.SZ,20240930,241774161.46,16547102.32,-85104525.34
300148.SZ,20241231,460890509.01,29512842.17,-38168993.29
300148.SZ,20250331,74596640.29,22236684.28,-5138728.9
300148.SZ,20250630,248517276.86,53218609.95,22614815.62
300148.SZ,20250930,291632714.03,53874834.03,9290583.34
300315.SZ,20200331,409045957.44,93064671.57,21090830.5
300315.SZ,20200630,926304763.83,441487028.31,232190924.68
300315.SZ,20200930,1366394682.76,482128162.18,281325951.43
300315.SZ,20201231,1789193899.97,312423541.08,479689020.95
300315.SZ,20210331,353244085.32,82812458.1,-80536493.84
300315.SZ,20210630,819241355.75,187069486.9,11458547.27
300315.SZ,20210930,1179610513.12,244867254.1,106762836.11
300315.SZ,20211231,1472214784.03,-1244511637.55,150617238.09
300315.SZ,20220331,329037333.38,31701778.23,-45620560.55
300315.SZ,20220630,648134436.69,87344578.54,-57073602.27
300315.SZ,20220930,946602844.64,145999262.03,43609398.55
300315.SZ,20221231,1212934668.42,96171626.7,138930123.38
300315.SZ,20230331,245831843.11,79145679.08,26365290.81
300315.SZ,20230630,458375001.53,155031926.26,90197930.38
300315.SZ,20230930,704713040.79,175442385.21,79515645.39
300315.SZ,20231231,981768022.71,186928517.38,54280270.61
300315.SZ,20240331,255671629.12,55769708.52,-6447086.91
300315.SZ,20240630,467623638.57,138853898.7,47459592.38
300315.SZ,20240930,650613667.8,195961711.07,76823234.39
300315.SZ,20241231,818734236.76,110891006.55,92232538.75
300315.SZ,20250331,162047473.55,27861064.09,-49658599.47
300315.SZ,20250630,358007707.92,47787269.44,-25873510.12
300315.SZ,20250930,534251971.13,76561220.36,-6455324.21
300359.SZ,20200331,93747698.85,2352976.8,-82886560.19
300359.SZ,20200630,244762158.04,12912143.03,-64095578.77
300359.SZ,20200930,386907651.6,38827318.25,-7403622.39
300359.SZ,20201231,724008308.26,88477102.73,203199849.56
300359.SZ,20210331,109136219.43,9409320.37,-13600316.27
300359.SZ,20210630,275679623.2,6397256.73,-53144366.71
300359.SZ,20210930,442184473.08,18730635.51,-33259649.13
300359.SZ,20211231,717598985.95,23111692.13,123014521.26
300359.SZ,20220331,103995268.65,1656151.02,-56897573.04
300359.SZ,20220630,244954016.2,7449923.6,-65181888.17
300359.SZ,20220930,413358985.01,77565298.89,-59471748.45
300359.SZ,20221231,604863069.18,19583184.02,49363974.69
300359.SZ,20230331,104562512.46,-2564928.89,-52552074.02
300359.SZ,20230630,292288417.51,13177618.57,-82321679.92
300359.SZ,20230930,412462199.86,8495216.58,-108279485.88
300359.SZ,20231231,643827030.35,22973965.74,-10739346.36
300359.SZ,20240331,75608313.83,-3608188.46,-57387576.91
300359.SZ,20240630,196409522.09,-11694209.23,-56191704.86
300359.SZ,20240930,285424385.91,-40960360.0,-91734169.77
300359.SZ,20241231,442576685.23,-108378944.6,-47868624.35
300359.SZ,20250331,54489350.58,-21859167.46,-41285155.9
300359.SZ,20250630,124564063.43,-34249892.3,-44749430.09
300359.SZ,20250930,206504557.27,-59712575.26,-48070123.06
300418.SZ,20200331,1309783794.21,423357691.0,379031689.43
300418.SZ,20200630,2531126488.82,3634695603.92,489096018.14
300418.SZ,20200930,3584171474.44,4890644332.13,511761607.2
300418.SZ,20201231,4629822235.08,5644502933.57,722592564.65
300418.SZ,20210331,1093678832.06,324006673.34,127541545.77
300418.SZ,20210630,2301490419.15,1161951805.16,309354110.06
300418.SZ,20210930,3567114639.88,2494474599.53,616695146.22
300418.SZ,20211231,4849950685.86,1480998050.06,1173299077.65
300418.SZ,20220331,1192815082.0,371409943.08,315006190.39
300418.SZ,20220630,2249202968.9,650363062.62,410836979.19
300418.SZ,20220930,3398628901.24,828066030.6,566846173.01
300418.SZ,20221231,4735992652.99,1233965560.87,830830850.4
300418.SZ,20230331,1217208465.68,259914570.24,205711410.0
300418.SZ,20230630,2425229544.83,440570820.44,533113423.95
300418.SZ,20230930,3681179543.46,438883231.03,756169035.57
300418.SZ,20231231,4915237179.48,1532983793.51,884641185.32
300418.SZ,20240331,1207545098.58,-205432496.75,106750886.48
300418.SZ,20240630,2501811162.32,-500116423.01,189088081.19
300418.SZ,20240930,3828401326.3,-891624168.16,319294755.96
300418.SZ,20241231,5662496707.12,-1947039941.96,289629629.26
300418.SZ,20250331,1763865850.09,-929375861.35,-2971296.61
300418.SZ,20250630,3733337555.52,-1147654343.21,-560457758.99
300418.SZ,20250930,5804993562.57,-1086469655.02,-734480869.42
300459.SZ,20200331,469050105.9,217877445.76,458442525.68
300459.SZ,20200630,940308551.53,500298655.38,499110741.0
300459.SZ,20200930,1238188323.69,620226906.53,663201140.18
300459.SZ,20201231,1807222572.12,751584716.81,1075838684.38
300459.SZ,20210331,494864838.15,228367176.19,280885811.15
300459.SZ,20210630,917070903.47,412408380.87,525180245.54
300459.SZ,20210930,1402053180.02,600474266.26,713374990.98
300459.SZ,20211231,1941450203.88,708026546.05,1134682072.33
300459.SZ,20220331,464402219.18,182600432.79,182001648.27
300459.SZ,20220630,852549338.11,291037813.95,296709950.87
300459.SZ,20220930,1259347612.3,400188699.38,375516053.25
300459.SZ,20221231,1632896947.85,438772461.25,647691884.81
300459.SZ,20230331,341411332.81,101848827.62,95789668.21
300459.SZ,20230630,688277670.79,186018873.49,216491952.44
300459.SZ,20230930,1027841650.41,199197531.01,284121463.54
300459.SZ,20231231,1347715134.02,-866488782.23,376190166.84
300459.SZ,20240331,297236403.87,61973121.8,59355114.5
300459.SZ,20240630,575839373.89,73131179.26,153672870.67
300459.SZ,20240930,868484360.77,83374507.55,217813203.0
300459.SZ,20241231,1143084913.2,-862884211.82,306178886.96
300459.SZ,20250331,246530362.72,2321983.07,33902539.58
300459.SZ,20250630,462864857.58,-31882329.59,73870591.37
300459.SZ,20250930,696798259.09,-45989981.59,137311215.79
300518.SZ,20200331,40815799.3,55205008.09,14380165.57
300518.SZ,20200630,87968111.07,59531576.27,24662399.19
300518.SZ,20200930,127062676.26,65626464.72,28565092.94
300518.SZ,20201231,203606129.39,166606345.61,116121063.14
300518.SZ,20210331,92587836.42,50888528.17,26136029.49
300518.SZ,20210630,194137288.18,179164771.68,62127169.37
300518.SZ,20210930,326784980.58,276091432.8,128674481.76
300518.SZ,20211231,479831659.49,288386714.67,315438477.74
300518.SZ,20220331,201277341.24,61527212.06,-23226278.32
300518.SZ,20220630,308236779.08,85566012.16,38768077.08
300518.SZ,20220930,403541757.39,84790343.36,161579776.97
300518.SZ,20221231,514948020.12,159502059.8,233730379.12
300518.SZ,20230331,118316052.99,45106450.65,-21294811.49
300518.SZ,20230630,174781469.18,36808578.73,-6210805.52
300518.SZ,20230930,216030449.46,4121914.13,-36508680.41
300518.SZ,20231231,250168474.76,-243862728.42,-51225729.04
300518.SZ,20240331,43385520.53,-67079405.77,-51734427.11
300518.SZ,20240630,60871631.4,-89807378.32,-78837069.71
300518.SZ,20240930,100437556.11,-96210312.12,-95513746.96
300518.SZ,20241231,161272827.35,-331272696.45,-125135862.39
300518.SZ,20250331,50480890.17,-11783118.48,-13990885.6
300518.SZ,20250630,86653095.24,-14789218.04,-24272540.03
300518.SZ,20250930,104218993.36,-31964433.2,-37322082.39
300533.SZ,20200331,106753774.07,38247404.45,22020656.7
300533.SZ,20200630,206017957.35,100511238.85,52791697.16
300533.SZ,20200930,299140760.06,126619549.3,57024558.13
300533.SZ,20201231,386190949.66,96246488.98,61945259.31
300533.SZ,20210331,112280071.3,-12955623.06,-34512596.03
300533.SZ,20210630,218506515.1,8286758.3,-27788489.45
300533.SZ,20210930,317794828.43,7740944.98,138544.23
300533.SZ,20211231,506692551.83,-62464946.08,181657384.2
300533.SZ,20220331,479325794.89,217453924.79,85958072.57
300533.SZ,20220630,820089368.69,298305146.29,261844566.88
300533.SZ,20220930,1251874596.11,74253040.66,438937561.71
300533.SZ,20221231,2046355721.38,91259075.66,450433659.26
300533.SZ,20230331,689684426.85,205142992.67,5503877.89
300533.SZ,20230630,1393810457.65,157562891.23,20599030.34
300533.SZ,20230930,2113638152.6,206533760.88,63960574.98
300533.SZ,20231231,2783332100.45,290151840.84,274460543.45
300533.SZ,20240331,560281693.89,-444225433.56,-128101222.41
300533.SZ,20240630,1205949599.23,-509420384.68,-280645148.29
300533.SZ,20240930,1982819274.82,-455119027.77,-219092334.95
300533.SZ,20241231,2788193013.39,-222676172.09,-159448840.01
300533.SZ,20250331,653547938.29,193642696.3,190999817.8
300533.SZ,20250630,1256691657.76,344304858.91,436234091.64
300533.SZ,20250930,1875949349.99,518761493.09,590400050.09
600226.SH,20200331,147184813.96,20957228.36,-23059046.01
600226.SH,20200630,327045447.57,151011219.76,6025110.78
600226.SH,20200930,467241171.25,191366448.04,34139717.82
600226.SH,20201231,555657472.56,-942901496.45,46536359.47
600226.SH,20210331,154686061.6,107540372.2,106999854.69
600226.SH,20210630,327661966.34,177282000.23,218529837.64
600226.SH,20210930,488512672.79,446202294.92,102178130.34
600226.SH,20211231,681244921.86,375011103.78,105272394.01
600226.SH,20220331,158545781.18,333617734.31,-2931825.92
600226.SH,20220630,312290826.9,396964653.34,-14964185.57
600226.SH,20220930,429776695.62,545278801.7,-34216431.31
600226.SH,20221231,602084675.08,479299659.31,25217062.81
600226.SH,20230331,129246950.88,42065651.0,-24167141.55
600226.SH,20230630,281261753.55,108058443.92,-15832184.45
600226.SH,20230930,439391684.64,159394877.1,-62594368.6
600226.SH,20231231,647937406.85,153247777.25,-76703336.51
600226.SH,20240331,205158748.04,55561447.53,-36150552.46
600226.SH,20240630,561182883.48,101726917.03,-48740431.82
600226.SH,20240930,908204370.68,163641791.74,-62436017.73
600226.SH,20241231,1334617374.05,165553774.28,-31307837.15
600226.SH,20250331,382338896.6,70098005.99,-66707055.07
600226.SH,20250630,818211488.08,126946413.13,-62048771.2
600226.SH,20250930,1261838782.76,188653761.8,8980451.08
600373.SH,20200331,2524843579.42,363571642.18,-163258706.79
600373.SH,20200630,4947681671.36,877478182.16,22412555.84
600373.SH,20200930,7301791473.34,1284605532.65,386939966.24
600373.SH,20201231,10339544970.92,1830124141.36,2770158153.18
600373.SH,20210331,2587915009.87,373597038.27,-503702789.22
600373.SH,20210630,5167778861.28,1178262120.67,461722332.74
600373.SH,20210930,7619606960.95,1712813356.57,236061291.25
600373.SH,20211231,10714557473.8,2050300758.57,1804027448.41
600373.SH,20220331,2591401507.47,392012859.42,5680747.87
600373.SH,20220630,5313204412.01,767290352.7,464036367.27
600373.SH,20220930,7699833520.16,1212478430.97,656314851.09
600373.SH,20221231,10236379917.32,1916546669.84,2083950093.52
600373.SH,20230331,2491320073.73,428268950.76,-759433230.16
600373.SH,20230630,5030408335.63,857107215.53,94545151.3
600373.SH,20230930,7058843688.13,1275848942.12,1076421314.48
600373.SH,20231231,10889856572.34,2162933799.0,1956255181.66
600373.SH,20240331,2272576860.91,277345009.93,-520384078.06
600373.SH,20240630,5473313987.65,682211059.58,385459568.2
600373.SH,20240930,7200604139.6,802866773.16,128148027.15
600373.SH,20241231,9304036681.97,783228215.37,401377347.63
600373.SH,20250331,1697381814.95,173932901.29,-561178516.37
600373.SH,20250630,3527083641.25,305399536.51,-801011143.51
600373.SH,20250930,5289923027.22,434051710.85,-280344846.66
600633.SH,20200331,1036235058.16,241422308.95,169704431.94
600633.SH,20200630,1862405815.39,493783907.73,382043695.93
600633.SH,20200930,2698241883.32,595509021.44,417337239.51
600633.SH,20201231,3538782258.2,709209758.79,1034654851.11
600633.SH,20210331,758904000.52,188041609.09,93111751.68
600633.SH,20210630,1475265468.58,325097204.26,365490944.3
600633.SH,20210930,2239022299.81,529908613.62,616520118.86
600633.SH,20211231,3063942901.8,631298872.55,1024382209.49
600633.SH,20220331,1043400494.66,64782797.24,65102385.6
600633.SH,20220630,2430616330.21,272021191.73,481457409.34
600633.SH,20220930,3934886585.06,395757614.31,649210852.59
600633.SH,20221231,5186365381.43,557859705.92,1029802626.06
600633.SH,20230331,923794183.55,299104869.81,151664109.82
600633.SH,20230630,1689018230.97,661137665.69,339364507.94
600633.SH,20230930,2288092897.62,712676208.31,518010890.0
600633.SH,20231231,3078024010.81,690818677.59,840008362.15
600633.SH,20240331,678240718.47,103735777.41,-237663999.02
600633.SH,20240630,1412645732.06,127528560.63,-95603092.97
600633.SH,20240930,2169072562.55,459667849.27,-182021486.24
600633.SH,20241231,3096732448.72,541632043.96,242951517.13
600633.SH,20250331,706427491.06,148787239.37,8770112.72
600633.SH,20250630,1413986110.66,371455641.11,250994459.3
600633.SH,20250930,2151891560.06,521076754.21,323954222.55
600634.SH,20200331,229602571.73,-340285633.68,-5425039.51
600634.SH,20200630,236571992.42,-1974448810.58,-63759675.52
600634.SH,20200930,237906264.73,-1609259361.14,-64827916.76
600634.SH,20201231,239101716.66,-1880321415.07,-65340301.97
600634.SH,20210331,1033833.24,-195657805.62,-23540.73
600640.SH,20200331,542101948.09,-58370573.15,57322818.0
600640.SH,20200630,1446302588.74,-87708093.02,105097272.09
600640.SH,20200930,2533235182.64,-157835105.22,-120546446.72
600640.SH,20201231,4449226016.35,14542981.2,-80422846.63
600640.SH,20210331,963416311.21,-14995074.19,-35507375.83
600640.SH,20210630,1978351580.12,-113859173.74,69955004.9
600640.SH,20210930,2954539762.9,-198773957.13,89154859.23
600640.SH,20211231,4610932482.31,-354448161.82,73598389.69
600640.SH,20220331,861713537.86,-9709836.68,-15187856.96
600640.SH,20220630,1933513446.55,-24547615.84,8180264.1
600640.SH,20220930,2832648520.13,-103221401.54,-122627040.44
600640.SH,20221231,3510981064.73,-206282693.93,-33033274.92
600640.SH,20230331,480114252.64,24975844.72,192759770.3
600640.SH,20230630,1107636993.92,48969285.8,216181176.69
600640.SH,20230930,1734318016.2,36498702.09,296300965.38
600640.SH,20231231,2384862863.5,12824029.33,445430161.06
600640.SH,20240331,510349073.15,5655314.32,116685226.39
600640.SH,20240630,970627924.1,13155027.86,148493798.44
600640.SH,20240930,1411648085.79,18183083.85,163984805.71
600640.SH,20241231,2138755248.28,19756095.84,594008247.26
600640.SH,20250331,458061521.97,4821918.35,-269909404.06
600640.SH,20250630,875511624.91,13774075.55,-335810060.32
600640.SH,20250930,1292754310.68,21244332.87,-253191278.32
600652.SH,20200331,2243174.59,-12996123.45,-46750268.68
600652.SH,20200630,8437223.05,3954343.65,9245634.81
600652.SH,20200930,9672623.66,-5211021.89,-2129136.15
600652.SH,20201231,12341623.1,-27461900.22,-14522223.43
600652.SH,20210331,5729193.23,-9265232.83,-18773675.61
600652.SH,20210630,6022673.82,-2630488.57,-26520279.05
600652.SH,20210930,8629110.65,-13971994.45,-31924897.13
600652.SH,20211231,15827347.63,-75819857.86,-51045115.09
600652.SH,20220331,3273252.91,-11579772.47,-14218412.26
600892.SH,20200331,59940820.41,24592301.45,-11104934.02
600892.SH,20200630,211038685.35,39310674.33,-6541421.76
600892.SH,20200930,252855406.9,44667826.69,69105240.31
600892.SH,20201231,299192717.32,29207708.7,92190572.14
600892.SH,20210331,50832122.65,5068447.31,3023247.19
600892.SH,20210630,111230543.07,10428006.64,-24527760.97
600892.SH,20210930,158630883.61,-2159042.85,-16086462.79
600892.SH,20211231,214259080.11,-109208962.26,6033915.76
600892.SH,20220331,56099613.63,2472041.1,2758472.82
600892.SH,20220630,117611525.37,8284634.63,3479581.15
600892.SH,20220930,160271960.98,22301352.07,15987979.77
600892.SH,20221231,208127698.95,26016834.85,25855780.54
600892.SH,20230331,43868833.9,-789629.72,-5873117.62
600892.SH,20230630,107963738.73,-2239208.72,-33663055.04
600892.SH,20230930,164511509.98,2599294.92,-40001856.68
600892.SH,20231231,227391615.99,-29299145.81,-55786207.24
600892.SH,20240331,40592181.93,-8013135.78,-336478.66
600892.SH,20240630,78193878.61,-14806884.02,-18368447.97
600892.SH,20240930,115041612.64,-14965538.66,-34312722.01
600892.SH,20241231,166823826.64,-71804514.26,-94542380.85
600892.SH,20250331,55890050.68,-12378795.05,-32712234.99
600892.SH,20250630,108778620.36,-39625573.36,-74411505.58
600892.SH,20250930,202339364.5,-82727216.4,-182799389.97
603258.SH,20200331,242610533.3,103321152.07,145073877.88
603258.SH,20200630,474839742.97,215980985.91,274362440.58
603258.SH,20200930,736593567.13,317387727.97,450180397.88
603258.SH,20201231,1023947055.09,411883386.88,560489240.93
603258.SH,20210331,263191742.94,106528862.77,65978649.52
603258.SH,20210630,508187124.02,217953244.72,137288044.05
603258.SH,20210930,765324124.77,299281377.94,275725802.63
603258.SH,20211231,996290977.71,357208138.95,317963934.6
603258.SH,20220331,227013730.65,76239872.29,-2357876.91
603258.SH,20220630,433409948.8,150313694.43,42511773.08
603258.SH,20220930,617443872.06,200183027.89,112471677.29
603258.SH,20221231,790619648.99,207225530.06,140584726.3
603258.SH,20230331,155712041.3,45977602.75,38282642.5
603258.SH,20230630,318329513.9,87752730.28,83560387.59
603258.SH,20230930,505415670.44,113958814.3,152486167.31
603258.SH,20231231,677120191.5,55485039.92,217215731.2
603258.SH,20240331,137499053.47,45370723.81,2158576.87
603258.SH,20240630,272115160.61,60126527.48,26814001.12
603258.SH,20240930,412689566.03,74678566.3,112509231.41
603258.SH,20241231,550457644.53,29293061.2,115264503.81
603258.SH,20250331,102233732.21,1211219.5,-42215871.67
603258.SH,20250630,194052637.62,-11467189.77,-39502325.35
603258.SH,20250930,292699413.24,-33475266.46,-23082343.74
603444.SH,20200331,739794352.59,419338580.26,364392864.47
603444.SH,20200630,1409164747.82,722359598.71,797914998.48
603444.SH,20200930,2049590888.63,996348982.73,1061135179.11
603444.SH,20201231,2742292402.8,1331529756.88,1533014623.1
603444.SH,20210331,1117723072.88,443372066.37,327582010.07
603444.SH,20210630,2387252211.56,1052592892.34,1032036060.25
603444.SH,20210930,3485256009.13,1435454162.77,1731388588.48
603444.SH,20211231,4619046080.8,1752536449.93,2418288430.93
603444.SH,20220331,1229231606.63,453311674.38,327911346.27
603444.SH,20220630,2510553952.19,894058172.92,749913191.08
603444.SH,20220930,3830037371.13,1316100910.12,1292527494.26
603444.SH,20221231,5167615488.17,1959497678.34,1752393962.54
603444.SH,20230331,1144370036.56,380923845.71,245586232.47
603444.SH,20230630,2348924659.16,893743040.67,601649840.64
603444.SH,20230930,3306772093.7,1123657907.47,824559084.87
603444.SH,20231231,4184851388.03,1461092433.33,1185500983.67
603444.SH,20240331,927265003.93,298930831.37,230570533.67
603444.SH,20240630,1959649131.75,624675989.31,594283192.43
603444.SH,20240930,2818281672.62,818989387.82,827020127.94
603444.SH,20241231,3695682593.56,1178927357.69,1248636979.54
603444.SH,20250331,1135663700.45,379156191.23,212744617.25
603444.SH,20250630,2517901776.64,819786428.18,1076704887.66
603444.SH,20250930,4485778792.56,1507823743.75,1859020368.12
603533.SH,20200331,491237835.9,55794680.0,36327984.22
603533.SH,20200630,980200686.68,108936049.75,68965882.41
603533.SH,20200930,1495034254.71,156695198.59,246074403.89
603533.SH,20201231,2060658761.6,252741572.51,322901128.83
603533.SH,20210331,553989673.08,62944277.53,-28652389.5
603533.SH,20210630,1094323030.77,135429921.36,121191590.2
603533.SH,20210930,1596787501.1,151165133.83,130955872.29
603533.SH,20211231,2070784337.34,152342446.94,104116489.76
603533.SH,20220331,520405524.73,-15803123.18,45860159.47
603533.SH,20220630,1185290311.74,37402899.71,50028097.77
603533.SH,20220930,1863054898.75,36769313.66,2091284.78
603533.SH,20221231,2582417416.4,57712727.11,142103839.61
603533.SH,20230331,598143484.55,8261390.53,7458344.41
603533.SH,20230630,1267691545.26,38414169.73,123684417.45
603533.SH,20230930,1963392721.18,37171102.89,133654684.28
603533.SH,20231231,2778391268.14,37761945.76,338409256.8
603533.SH,20240331,678455776.21,-73236968.82,-149163329.1
603533.SH,20240630,1331857008.65,-46584506.22,-144069824.32
603533.SH,20240930,1913238044.8,-34524176.48,-121078896.34
603533.SH,20241231,2583300230.95,56287212.08,-75017023.96
603533.SH,20250331,643215084.83,-69394519.01,-38623308.81
603533.SH,20250630,1526069549.77,-153349379.38,-227179863.43
603533.SH,20250930,2461882496.48,-207509126.41,-300915769.46
